length-of-text, length-of-pattern, Naive, Boyer-Moore, Horspool
825,195,9,4,4
666,194,7,4,4
144,165,0,3,3
1604,27,22,4,3
602,163,7,3,4
1395,21,21,4,3
1590,38,22,3,3
977,184,11,4,4
111,95,0,2,2
616,120,7,2,3
158,104,0,1,2
893,45,12,2,2
53,1,1,3,2
963,126,12,3,3
1881,139,25,4,3
494,107,5,3,2
1422,90,19,2,3
833,145,10,3,3
1319,69,18,3,2
174,167,1,2,3
565,126,6,3,4
1692,94,23,3,3
1111,167,14,3,4
1556,132,20,3,4
1766,6,27,11,11
286,125,3,2,3
104,156,0,2,3
1325,89,17,3,3
346,97,4,2,3
74,69,0,1,2
893,49,12,2,2
1412,129,19,3,4
891,62,12,2,2
275,94,2,2,3
1253,22,20,3,3
1749,196,22,4,5
156,56,1,2,2
960,47,13,2,2
1378,114,18,3,4
1011,138,13,3,3
1734,52,24,3,3
65,177,0,2,3
1480,6,24,9,8
1833,111,24,4,3
1916,138,25,4,4
964,51,13,2,2
1905,22,29,5,4
261,79,3,1,2
1667,36,24,3,3
689,67,9,2,3
1181,166,14,3,4
189,106,1,2,2
710,144,9,2,4
253,37,3,1,2
914,115,12,2,3
157,189,0,3,4
1843,198,24,4,5
1619,61,23,2,3
653,50,9,2,2
915,2,14,17,15
1252,141,16,3,4
1878,58,26,3,3
1089,37,15,2,3
1294,181,16,3,4
936,185,10,4,4
1043,17,16,3,3
1636,62,23,3,3
1676,81,23,4,3
4,147,0,3,3
1906,179,25,4,4
1062,176,12,4,4
1211,143,15,4,3
421,86,4,2,2
166,2,3,4,3
1228,43,17,3,2
1017,187,12,3,4
564,39,7,2,2
330,13,5,2,1
1766,163,23,4,4
1090,196,13,3,5
1705,113,23,3,4
1678,118,22,3,4
1217,153,15,3,4
112,168,0,3,4
417,21,7,1,2
1886,181,25,4,5
863,40,12,2,2
1037,115,13,2,2
1827,136,24,3,4
1492,57,20,3,2
508,23,7,2,2
1526,161,19,4,4
4,53,0,2,1
701,158,8,3,4
1563,182,19,4,9
1492,122,76,4,3
1263,33,18,3,2
1012,26,14,3,2
761,145,9,2,3
765,71,10,2,2
1302,78,17,2,3
799,100,10,2,2
203,10,3,2,1
1336,32,19,3,3
363,56,4,1,2
650,63,9,2,2
298,198,2,3,4
67,75,1,1,2
963,45,13,2,2
862,10,14,4,3
1681,123,23,3,4
317,21,5,1,2
22,71,0,1,2
1241,126,16,2,3
1979,200,26,5,5
1825,26,25,4,4
1070,142,13,3,4
1633,21,25,4,4
523,158,5,3,4
577,132,6,3,3
1083,148,13,4,4
1510,23,44,4,4
310,170,2,3,4
1496,64,46,3,4
1531,2,25,58,27
1999,162,38,5,6
1059,71,20,3,4
919,52,18,2,2
1451,114,27,4,4
395,43,7,2,2
1865,142,35,5,5
615,107,11,3,4
1813,192,35,20,8
494,46,7,1,1
1041,145,13,4,3
1121,42,15,2,2
1253,154,16,3,4
120,24,2,1,1
484,149,5,3,3
433,122,4,3,3
172,48,2,1,1
878,194,10,4,5
59,34,0,1,1
1069,65,15,2,2
510,115,5,2,3
1796,98,25,3,3
293,164,2,3,4
267,165,1,3,4
1487,39,21,3,3
1982,130,27,3,4
1554,50,22,2,2
961,58,13,2,2
16,42,0,1,1
129,128,0,2,3
1346,88,19,2,3
26,38,0,1,1
1736,71,24,3,3
744,113,9,2,3
135,41,2,1,2
1941,20,30,5,4
1634,103,22,3,4
776,157,9,3,4
221,17,3,1,1
1141,195,14,4,5
168,195,0,3,4
1495,43,21,3,3
609,174,6,3,4
1002,160,13,3,4
1587,20,25,4,4
827,188,9,3,4
1462,49,21,2,3
51,195,0,3,4
1690,136,23,4,4
853,157,10,3,4
793,43,11,2,2
126,145,0,2,3
1251,85,17,3,3
791,43,11,2,2
1383,152,17,4,4
1755,197,23,4,5
335,196,2,3,4
1312,11,20,6,5
1027,109,13,3,3
1084,97,15,2,3
1891,57,27,3,3
1477,56,21,3,2
329,187,2,3,3
1576,186,19,4,4
1665,86,22,2,3
1718,194,22,4,5
789,165,9,3,3
1317,189,16,4,4
963,46,13,2,2
1428,119,19,3,4
1683,196,21,4,5
955,38,13,2,2
1493,52,21,3,3
629,18,10,2,2
836,158,10,3,4
1594,150,20,3,3
812,193,9,4,4
1148,122,15,3,3
736,76,10,2,2
1026,79,13,3,3
947,62,13,2,2
1317,159,17,3,4
1389,193,17,4,4
630,42,8,2,2
1511,97,20,3,3
1524,154,19,4,4
1480,9,23,7,6
1237,83,17,2,2
299,73,3,2,2
1022,23,15,2,3
241,76,3,1,2
1162,187,14,3,4
1959,128,26,3,4
784,5,12,6,6
374,24,5,2,1
534,108,7,2,3
565,183,5,4,4
1227,54,17,2,3
1094,102,14,3,4
1066,192,13,3,5
777,90,9,2,2
1080,135,14,3,3
265,74,3,2,2
176,178,0,3,4
217,89,2,2,2
628,24,9,2,2
1707,176,23,4,5
756,105,9,3,2
98,72,1,1,1
357,19,5,2,1
154,43,2,1,2
935,72,40,3,2
723,186,7,4,4
283,85,3,2,2
63,85,0,2,2
18,12,0,1,0
1649,173,22,4,4
219,76,2,2,2
635,50,8,2,2
272,176,2,3,4
1981,43,28,4,3
288,73,3,1,2
659,134,8,3,3
1314,124,17,3,3
818,106,10,2,3
1173,102,15,3,3
72,115,0,2,3
612,154,7,3,3
981,132,13,3,3
251,83,3,1,2
1278,17,21,4,4
227,134,1,3,3
1064,9,18,6,5
1203,117,17,3,3
533,176,6,3,4
1449,45,22,3,3
1801,22,30,4,4
697,90,22,5,11
854,111,11,2,3
828,174,10,3,5
147,1,3,6,5
299,78,5,3,4
1169,108,58,4,11
1953,120,28,4,4
186,80,1,2,2
907,98,12,3,3
1871,137,27,4,5
1562,145,22,4,4
1804,18,30,5,5
1737,176,24,4,4
548,45,8,1,1
1232,7,20,8,7
111,100,0,2,3
150,6,2,2,2
88,95,0,2,2
480,28,7,1,1
971,32,15,3,2
1018,129,14,4,3
1788,54,26,3,3
1039,32,16,2,2
753,130,10,3,4
544,168,6,3,4
1963,84,29,3,3
133,35,2,1,1
265,189,1,3,4
580,63,8,2,2
520,195,5,3,4
1833,181,36,4,4
1626,186,20,3,4
1981,186,26,4,5
1481,129,19,2,3
798,180,9,4,4
531,158,5,3,3
1039,91,14,2,3
147,144,0,3,3
563,11,9,3,2
813,164,9,3,4
1712,76,23,2,3
432,163,4,3,4
255,127,2,2,3
596,70,8,2,2
1525,59,21,3,3
448,58,6,1,1
1375,44,19,3,3
860,139,10,3,4
1874,5,29,15,13
684,2,11,13,11
1348,119,17,3,3
164,180,0,3,4
567,128,7,3,3
120,82,1,1,1
1859,182,24,4,5
156,190,0,3,4
1987,121,27,4,4
720,165,8,3,3
761,199,8,4,4
1690,81,23,3,3
825,45,11,2,2
426,159,3,2,4
905,162,10,4,4
1276,189,15,4,5
1098,31,16,3,2
1647,140,22,3,3
1437,136,19,3,3
1456,16,23,4,4
1387,124,18,2,3
1858,5,29,15,13
1080,151,13,3,4
1249,96,17,2,3
349,132,3,2,3
1578,14,24,6,4
1690,33,24,4,3
1138,120,15,3,3
382,7,6,3,3
805,16,13,3,2
1188,54,16,2,2
471,137,5,3,3
1959,123,26,4,3
915,51,12,2,2
391,66,5,2,2
559,112,7,2,3
1162,28,16,3,3
607,134,7,3,3
1222,129,16,3,3
653,183,7,3,4
721,11,11,3,3
879,157,10,3,3
599,20,9,2,2
186,33,2,1,2
570,19,9,2,2
1134,129,14,3,3
600,113,7,2,3
1136,94,15,2,2
1493,60,21,3,3
1763,25,25,3,3
1829,146,24,4,4
562,152,6,3,3
1435,186,18,3,4
1880,54,26,3,3
1312,186,16,4,5
1636,33,23,3,3
1724,116,23,3,4
1012,144,13,3,4
146,97,1,2,2
34,171,0,3,4
780,34,11,2,2
1262,106,16,3,3
62,196,0,3,4
1521,70,20,3,3
226,168,1,3,4
1137,27,16,3,2
888,27,13,2,2
2,47,0,1,2
450,16,7,1,1
81,22,1,1,1
412,121,4,2,3
557,134,6,3,3
464,27,6,2,2
886,128,11,3,3
1132,28,16,2,3
315,174,2,3,3
1708,69,23,3,3
917,125,11,3,3
294,124,3,2,2
1968,6,30,12,12
82,98,0,2,2
1418,88,19,3,3
917,18,14,3,3
1121,112,15,3,3
1666,87,23,3,3
151,189,0,3,3
928,95,12,3,2
1796,189,23,4,4
37,74,0,1,1
988,116,12,3,3
1403,36,19,3,3
589,106,7,2,3
1476,45,20,2,3
895,44,13,2,2
1569,58,22,3,3
1882,101,26,3,3
1374,2,22,25,23
1855,153,24,4,4
275,118,3,2,3
1223,178,15,3,4
238,64,2,1,2
711,72,10,2,2
1942,47,27,2,3
1634,193,21,4,5
551,72,6,1,2
304,197,1,4,4
4,160,0,2,3
1132,67,15,2,3
859,168,10,3,4
1956,160,25,3,4
460,163,5,3,3
1346,15,21,5,4
1144,86,15,2,3
16,151,0,2,3
1344,190,16,4,5
115,141,0,3,3
389,48,5,1,2
1166,175,15,4,4
1229,131,15,3,3
1205,9,19,6,5
1938,55,27,3,3
709,116,9,2,3
609,99,7,3,2
1620,115,21,3,4
158,40,1,1,1
50,175,0,3,4
709,187,8,3,4
805,165,9,3,3
732,188,8,3,4
167,117,1,2,2
108,130,0,2,3
1422,42,20,3,2
1073,66,14,2,3
190,155,1,2,3
1333,188,17,4,4
1986,182,26,4,5
254,130,1,3,3
1580,45,22,3,3
20,150,0,2,3
1765,23,25,4,4
54,149,0,3,3
32,81,0,2,2
353,9,6,2,2
60,37,0,1,2
396,16,6,1,2
839,58,11,2,2
1711,173,22,4,4
1333,171,17,3,4
498,36,6,1,2
241,90,2,2,2
921,119,11,3,3
1959,85,27,4,3
1004,67,13,3,2
161,167,0,3,3
938,191,11,4,4
152,128,1,2,3
1205,157,15,4,4
489,54,6,2,2
218,160,0,2,4
1858,49,26,3,3
1273,196,15,4,5
1243,194,15,4,5
1396,121,18,4,3
210,12,3,1,2
500,20,7,1,2
333,146,3,3,3
883,38,13,2,2
336,40,4,2,1
1608,37,22,3,3
788,24,11,2,2
1840,182,24,4,4
1096,150,13,3,3
1686,91,22,2,3
1371,55,19,2,2
489,17,8,1,1
914,169,11,4,4
345,118,4,2,3
85,161,0,3,3
817,129,10,3,3
842,2,13,15,14
220,9,3,1,1
1581,13,24,5,5
1277,15,19,4,4
792,104,10,3,3
1203,60,17,2,3
1530,54,21,3,3
1436,14,23,4,4
554,141,6,3,3
71,118,0,2,3
148,95,1,2,2
51,7,0,0,1
1830,197,24,4,5
1416,48,20,3,3
1277,65,17,3,2
654,21,10,2,2
1931,71,26,3,3
1502,106,20,3,3
1002,32,14,2,3
562,144,6,3,3
1221,65,17,3,2
222,125,1,2,2
1190,113,15,3,3
583,127,7,3,3
944,43,13,2,2
1810,58,25,4,3
676,54,9,2,2
1199,57,16,2,3
598,113,7,2,2
1925,45,27,3,4
238,116,2,2,3
1395,21,21,4,3
1662,49,23,3,3
107,104,0,1,2
1613,23,23,4,4
827,6,13,5,6
1249,52,18,2,3
1271,144,17,3,4
886,56,12,2,2
468,39,6,1,1
357,35,5,1,2
422,57,6,1,1
241,34,3,1,1
1595,10,24,7,7
868,58,12,2,2
1718,99,25,3,5
274,139,2,3,3
1234,71,17,2,2
854,142,10,3,4
1933,195,25,4,5
535,66,7,2,2
680,18,10,2,3
1897,61,26,3,3
1432,124,19,3,4
330,193,2,3,4
655,176,7,4,4
1440,55,20,2,2
1513,21,24,4,3
946,38,14,2,2
1713,70,24,3,2
1627,194,20,4,5
449,44,6,1,1
1390,67,19,3,3
857,141,10,3,3
1718,56,24,3,3
53,189,0,3,4
681,161,7,3,4
1392,61,19,3,2
936,20,14,3,3
1881,90,26,3,3
321,131,3,3,3
737,15,12,3,2
587,102,7,2,2
1962,63,27,3,3
1770,145,23,4,4
434,45,6,1,1
726,31,10,2,2
1587,115,21,3,3
107,177,0,3,4
246,111,2,2,2
1629,139,21,3,4
1167,87,15,3,2
935,169,11,3,4
142,32,2,1,2
1309,82,18,3,2
763,36,11,2,2
700,138,8,3,3
1292,68,18,3,2
720,75,9,2,3
1376,190,17,4,4
71,18,1,1,1
1230,133,16,3,3
1132,147,15,3,4
286,10,4,1,2
134,107,0,2,2
911,70,12,2,2
792,57,10,2,2
1719,118,23,3,4
1806,172,24,4,4
698,64,10,2,2
1236,197,15,3,4
717,157,9,3,3
1507,24,21,3,3
484,17,7,2,2
1453,26,20,3,3
1630,129,22,3,4
893,43,12,2,2
1595,114,21,4,3
455,77,5,2,2
637,81,8,2,3
456,74,6,2,2
592,58,8,1,1
668,14,10,3,2
623,115,7,3,3
144,193,0,3,3
214,18,3,2,1
27,37,0,1,1
844,180,9,4,4
454,168,4,3,3
1357,31,19,3,3
678,23,9,2,2
899,76,12,2,2
1613,32,22,3,3
990,164,12,3,4
925,84,12,2,3
755,105,9,2,3
500,115,6,2,3
241,123,1,2,3
399,9,6,2,3
1277,98,17,3,3
1434,199,18,4,5
804,136,9,3,3
261,74,3,2,2
496,30,7,2,1
869,62,12,2,3
126,13,1,1,1
966,192,11,4,5
1493,60,21,2,2
1956,13,30,7,6
1176,79,16,3,2
1368,2,21,26,22
554,62,7,2,2
956,171,11,3,3
1190,107,16,3,3
1670,98,23,3,3
1319,61,18,3,2
1975,189,26,5,5
1579,16,29,5,5
605,36,9,2,2
468,32,8,1,1
170,188,0,3,4
1344,39,19,3,3
765,9,12,4,4
573,26,8,2,2
264,45,3,1,2
657,20,12,2,2
1607,153,22,4,4
1661,120,22,3,3
820,58,11,2,2
1684,1,26,59,53
1697,109,22,3,3
517,147,6,2,3
1465,83,20,2,2
1716,54,24,3,3
1427,39,20,3,2
271,90,2,1,2
187,167,0,2,4
1220,88,16,2,3
1913,16,29,6,5
821,37,11,1,2
797,84,10,3,2
818,20,12,3,2
1598,172,21,4,4
501,98,6,2,2
1402,125,18,3,4
1481,20,22,4,4
1929,170,26,4,5
581,178,6,3,3
1599,121,21,3,3
462,155,5,3,3
1571,114,21,3,3
257,172,2,3,4
1814,162,23,4,5
877,24,13,2,2
62,40,0,1,1
968,178,12,3,4
1574,38,22,3,3
1836,102,25,3,3
1674,6,26,11,10
1653,100,22,3,3
1799,152,24,4,4
467,141,5,3,3
1195,157,15,3,4
117,46,1,1,2
1239,60,17,2,2
2000,72,28,3,3
1756,71,24,2,3
165,112,1,2,2
1544,23,22,4,3
341,72,4,2,2
1040,124,13,3,3
72,134,0,2,2
985,129,12,2,3
992,82,13,2,3
1149,76,15,3,2
1453,196,18,4,4
828,164,9,4,4
349,89,4,2,2
724,27,10,2,2
1131,17,18,3,3
721,45,10,2,2
441,62,5,2,2
1625,143,21,4,4
